RFID,nom,prenom,courriel,tel,adresse_postale,dateDeNaissance,idGrade,idRang,idDignite,idTitre,idGroupe
9520418202,Gimenez,Virginie,gimenez_virginie@tiscali.fr,3719683835,77507,1942-05-21,1,,,,9072452886
9912308247,Étienne,Maggie,étienne_maggie@laposte.net,0410250210,12747,1969-05-21,3,,,,1177570259
1086529505,Pelletier,Monique,pelletier_monique@dbmail.com,1123826527,40615,1971-10-16,1,,,,7935233743
2969224067,Gimenez,Brigitte,gimenez_brigitte@tele2.fr,0677451829,68498,1968-01-23,5,1.0,3.0,1.0,4946804105
9857573361,De Oliveira,Jeannine,de oliveira_jeannine@wanadoo.fr,0606402944,25800,2006-11-02,4,1.0,,,9596329928
6789381696,Poulain,Michelle,poulain_michelle@yahoo.fr,7748278511,50896,1998-11-15,7,1.0,2.0,3.0,9049066537
9567290832,Lévy,Xavier,lévy_xavier@dbmail.com,1558183356,76679,1952-07-15,1,,3.0,1.0,7970714119
8385625612,Lebreton,Honoré,lebreton_honoré@yahoo.fr,6901877437,49907,1954-11-22,1,,,,4946804105
8184014246,Breton,Mathilde,breton_mathilde@gmail.com,6890187886,84837,1944-02-03,5,,2.0,,4131911466
7298133937,Baudry,Martin,baudry_martin@free.fr,4727735022,33776,2004-09-01,1,2.0,,2.0,2369643785
4940354609,Morvan,Michelle,morvan_michelle@free.fr,4819153500,40519,1982-11-11,7,2.0,2.0,3.0,5877273185
8356154114,Leconte,Denis,leconte_denis@yahoo.fr,2270412903,65436,1983-01-18,1,,2.0,,3431295653
4236963096,Riou,Pénélope,riou_pénélope@voila.fr,8573694542,17792,1996-04-26,7,,2.0,,5664845352
4140060280,Fleury,Nathalie,fleury_nathalie@dbmail.com,4554854279,70295,1941-08-29,5,1.0,3.0,2.0,3322968243
8642610635,Guyot,Frédéric,guyot_frédéric@bouygtel.fr,0718735477,20216,1961-05-03,4,2.0,1.0,3.0,3794479229
5219607168,Poirier,Olivier,poirier_olivier@sfr.fr,7037599022,77313,2002-02-13,1,,,,8965668535
1877305012,Torres,Camille,torres_camille@orange.fr,8989097034,20273,1944-09-26,7,1.0,3.0,3.0,7935233743
8698274634,Couturier,Daniel,couturier_daniel@orange.fr,9157009837,46316,1971-09-18,7,2.0,2.0,,5735019659
9345982766,Caron,Jeanne,caron_jeanne@wanadoo.fr,5937541401,83155,1974-07-03,3,,,,7382270602
9569032944,Thomas,Marc,thomas_marc@club-internet.fr,2856017607,79093,1971-07-22,3,,1.0,,4215140589
1029732068,Bousquet,Christine,bousquet_christine@yahoo.fr,1209317054,87625,2004-06-27,1,,,,7713134262
7382210015,Durand,Eugène,durand_eugène@sfr.fr,2876117756,96618,1964-05-07,1,,,2.0,2020403668
7163165721,Pascal,Patricia,pascal_patricia@dbmail.com,7768938932,63448,1988-08-30,1,,,,4526121248
6255529881,Leclerc,Alexandrie,leclerc_alexandrie@tiscali.fr,0355116973,73619,1951-06-06,1,,,,5480431818
5524520478,Lejeune,Adrienne,lejeune_adrienne@bouygtel.fr,4187475745,61483,1939-07-11,1,,,,3038314745
7109607889,Huet,Claire,huet_claire@ifrance.com,8910866934,58731,1936-08-11,1,,,,8283391142
4402266879,Bourgeois,Thérèse,bourgeois_thérèse@sfr.fr,0268163389,40654,1989-04-14,1,,,,7919556033
7826376685,Picard,Bertrand,picard_bertrand@laposte.net,7074307591,91073,1968-07-23,1,,,,3392728242
9897251354,Besson,Adrien,besson_adrien@tiscali.fr,6553079594,13758,2000-07-10,6,1.0,2.0,2.0,8030289257
6328354615,Legros,Capucine,legros_capucine@voila.fr,0389564155,89310,2007-11-01,4,1.0,,3.0,3794479229
6685265456,Lacroix,Gabrielle,lacroix_gabrielle@dbmail.com,0414055959,83585,1991-09-20,4,1.0,,3.0,5366105887
8044430487,Auger,Alex,auger_alex@sfr.fr,0566904056,73100,1947-11-19,1,,,,1177570259
1100407600,Delorme,Amélie,delorme_amélie@hotmail.fr,6110199830,29723,1962-09-21,7,,1.0,,4946804105
5971554019,Hoareau,Roger,hoareau_roger@voila.fr,8418934044,31963,1978-08-14,1,,,,8659756853
4192856937,Lenoir,Alain,lenoir_alain@voila.fr,4493789753,10355,1967-05-10,1,,,,8358901571
3010174570,Peron,Timothée,peron_timothée@tiscali.fr,9971138273,12344,1990-06-17,2,,,2.0,5622045506
7800421498,Brunet,Patrick,brunet_patrick@noos.fr,8863142715,58331,1969-10-02,1,,,,2447515723
9397548444,Guillot,Chantal,guillot_chantal@tiscali.fr,7300387401,84674,1948-12-16,1,,3.0,,3498683433
5869288643,Rémy,Suzanne,rémy_suzanne@free.fr,1104247467,21270,2000-06-30,1,,1.0,,4526121248
9959360173,Dos Santos,Thibaut,dos santos_thibaut@live.com,2862832318,43433,1963-04-25,1,,,,4437557565
5515908291,Gros,Denise,gros_denise@noos.fr,9191751932,34733,1971-10-30,1,,,,2557438769
5414659195,Grégoire,Suzanne,grégoire_suzanne@club-internet.fr,0906317893,12330,2002-03-13,5,2.0,3.0,1.0,8970764836
5984609789,Blin,Léon,blin_léon@dbmail.com,0556394234,82166,1982-09-21,7,,1.0,,7970714119
4340936562,Maillard,William,maillard_william@dbmail.com,4171283557,94256,1952-11-01,1,,2.0,,3322968243
2153448369,Boulanger,Hélène,boulanger_hélène@wanadoo.fr,7216073566,87968,1988-05-02,4,1.0,1.0,,4946804105
2610192813,Maurice,Pauline,maurice_pauline@sfr.fr,9229672742,91221,1955-10-28,5,2.0,1.0,,2447515723
7996921396,Navarro,Margaud,navarro_margaud@tele2.fr,2119470135,17338,1982-11-23,7,,1.0,2.0,7738358497
2517748068,Schneider,Augustin,schneider_augustin@wanadoo.fr,3729400161,71951,1993-01-18,7,,,,7382270602
5515546464,Mary,Luce,mary_luce@yahoo.fr,5584532855,65223,1954-02-12,1,,,,4437557565
4736580692,Hoareau,Marthe,hoareau_marthe@tele2.fr,0051756325,76379,1994-03-18,1,,,1.0,7382270602
6860816140,Boutin,Laetitia,boutin_laetitia@wanadoo.fr,2811619299,99953,1951-04-16,2,,,,9072452886
3824309099,Guillet,Marguerite,guillet_marguerite@yahoo.fr,5210025732,12554,1949-04-02,1,,,,3392728242
1657294290,Rodrigues,Aimé,rodrigues_aimé@gmail.com,3256734016,51445,1935-09-21,5,,2.0,3.0,9252043601
2081102983,Courtois,Guy,courtois_guy@tele2.fr,8799958070,48326,1986-04-20,1,,,,4215140589
5000429789,Launay,Louis,launay_louis@hotmail.fr,1383489398,67074,2001-02-17,6,,3.0,3.0,1083144912
2886424552,Gaudin,Hortense,gaudin_hortense@club-internet.fr,6532719491,69940,1994-01-04,1,,,,3038314745
5266638769,Blanc,Alfred,blanc_alfred@wanadoo.fr,2476289366,37388,1989-04-18,1,,,,1291576549
9053730108,Labbé,Joseph,labbé_joseph@orange.fr,0142900058,84757,1980-10-31,1,1.0,,,7382270602
2055479051,Giraud,Antoine,giraud_antoine@noos.fr,7913135636,75570,1940-07-20,1,,,,8358901571
9872514823,Ollivier,Danielle,ollivier_danielle@orange.fr,7913393178,80527,1998-04-20,2,,,,2548185245
1176857521,Dupuy,Jules,dupuy_jules@laposte.net,5149053117,47196,1976-01-24,5,,2.0,2.0,6723047732
8028333129,Breton,Alix,breton_alix@dbmail.com,8864846794,32971,1970-11-23,2,,,,3392728242
9543112529,Garnier,Andrée,garnier_andrée@club-internet.fr,7599471891,22500,1971-02-12,1,1.0,,,8876413213
9146715032,Lacombe,Michelle,lacombe_michelle@live.com,4448229408,19864,1954-05-17,1,,,3.0,9072452886
7649776632,Pascal,Augustin,pascal_augustin@voila.fr,6929970157,31389,1981-11-23,3,,,,4526121248
8323369478,Berthelot,André,berthelot_andré@orange.fr,0686596180,42162,1991-07-11,1,,,2.0,7970714119
6640965681,Bonnin,Clémence,bonnin_clémence@hotmail.fr,6972875867,82807,1976-07-09,1,,,,1083144912
4031530168,Boulanger,Alex,boulanger_alex@laposte.net,5095864104,62337,2001-11-04,1,,,,1177570259
1668859697,Lebrun,Andrée,lebrun_andrée@laposte.net,5373079855,55134,1941-08-30,1,,,,2548185245
7887635444,Henry,Manon,henry_manon@gmail.com,8706264760,46422,1998-03-26,3,,,,7967163462
5372857823,Lombard,Théodore,lombard_théodore@tiscali.fr,2517511726,24072,2003-01-02,2,,,,8894037471
2011902727,De Sousa,Céline,de sousa_céline@orange.fr,0558458502,95580,2003-11-13,4,,3.0,,1214418842
7887184032,Renaud,Sabine,renaud_sabine@ifrance.com,4402660349,37491,1979-01-09,1,,,,4526121248
4262159591,Rémy,Margot,rémy_margot@dbmail.com,7186470156,24333,1994-09-11,1,,,1.0,9483825704
5420175000,Bigot,Patricia,bigot_patricia@free.fr,6986641181,63385,1946-05-28,1,,,,5366105887
3555751763,Bonnin,Emmanuelle,bonnin_emmanuelle@yahoo.fr,9825107627,23596,1974-04-17,1,,,,1083144912
5093239452,Bousquet,Léon,bousquet_léon@club-internet.fr,4157072569,79308,1942-04-14,1,,,,5664845352
4723650466,Duval,Jacqueline,duval_jacqueline@laposte.net,5879782416,56464,1968-02-27,2,,,,2447515723
6506766040,Joseph,Thérèse,joseph_thérèse@tiscali.fr,9579701049,17771,1941-12-27,5,2.0,2.0,,1214418842
9024042347,François,Éléonore,françois_éléonore@noos.fr,1966606086,77253,1944-08-31,5,1.0,1.0,1.0,1177570259
3179100844,Costa,Benoît,costa_benoît@sfr.fr,3394518466,69074,1996-06-28,2,2.0,,,3322968243
3693187918,Lemaire,Zacharie,lemaire_zacharie@sfr.fr,7770809869,88402,1995-10-21,1,,,,3462875358
2413937340,Guilbert,Valérie,guilbert_valérie@live.com,1890148916,35210,1958-09-06,1,,,,1231672681
9502519042,Bonnet,Sabine,bonnet_sabine@voila.fr,3815547845,76623,1984-02-24,1,,,,8965668535
8246584851,Blot,Emmanuelle,blot_emmanuelle@free.fr,3926878465,95656,1936-01-28,1,,,,6050453215
3416091411,Hubert,Luce,hubert_luce@yahoo.fr,6763286726,58595,1965-08-20,1,,,,8283391142
7875638370,Devaux,Maggie,devaux_maggie@tele2.fr,6079917005,30098,1946-10-29,3,,,,8965668535
4600862358,Duhamel,Margot,duhamel_margot@yahoo.fr,0801411934,25145,2001-01-26,4,2.0,2.0,,4437557565
2394238854,Caron,Noémi,caron_noémi@gmail.com,2561981612,44107,1981-11-11,1,,,,4131911466
4092848593,Couturier,Susan,couturier_susan@bouygtel.fr,6163438231,61184,1954-12-01,1,,,,3706917257
6738252557,Leroy,Anaïs,leroy_anaïs@gmail.com,0310075338,18353,1962-10-22,1,,2.0,,8970764836
1968460161,Garcia,Marianne,garcia_marianne@yahoo.fr,7725322410,12907,1985-10-30,2,,,,8659756853
7244954021,Sauvage,Andrée,sauvage_andrée@gmail.com,6266621518,69441,1938-12-19,7,2.0,1.0,2.0,6050453215
2357208177,Maillot,Virginie,maillot_virginie@tele2.fr,7973671579,28215,1957-02-18,1,,,,7382270602
9182225913,Delmas,Diane,delmas_diane@hotmail.fr,1141501829,54869,1949-04-25,1,,,,2829168963
3186130604,Lesage,Inès,lesage_inès@hotmail.fr,8900920891,87182,1985-10-30,2,,,,1231672681
9860339008,Prévost,Jeannine,prévost_jeannine@bouygtel.fr,6442482753,56565,1986-12-03,1,,,,6774919538
2629231436,Munoz,Océane,munoz_océane@club-internet.fr,8285650704,64739,1961-10-10,1,,,,4437557565
9506938544,Lamy,Alexandrie,lamy_alexandrie@bouygtel.fr,2293415487,68800,1978-11-20,3,,,,1177570259
6492575342,Faivre,Manon,faivre_manon@tiscali.fr,3531777340,45199,1949-05-03,1,,,,8283391142
3460812665,Leleu,Théodore,leleu_théodore@voila.fr,3630583859,49720,1936-03-05,1,,,,9252043601
1389319585,Paul,Aimée,paul_aimée@bouygtel.fr,3091473489,31127,1987-03-25,1,,,,2945965350
6010779440,Fernandez,Françoise,fernandez_françoise@ifrance.com,3287449289,28064,1973-10-26,3,,1.0,,3794479229
1173053683,Dias,Matthieu,dias_matthieu@orange.fr,4963479740,54771,1957-09-14,1,,,,7919556033
5052627182,Blondel,Louise,blondel_louise@noos.fr,2978965203,12677,1975-03-15,5,,3.0,,7935233743
4154446651,Vallée,Gilbert,vallée_gilbert@sfr.fr,8832168975,48298,1982-03-01,5,1.0,1.0,,4131911466
8737702302,Michaud,Olivier,michaud_olivier@yahoo.fr,2726090288,81943,1937-11-11,1,,,,7967163462
2314121324,Hernandez,Grégoire,hernandez_grégoire@free.fr,1333126075,71641,1978-08-05,4,,1.0,3.0,9049066537
9722665187,Blin,Juliette,blin_juliette@sfr.fr,5646686437,45276,1960-06-04,5,2.0,2.0,2.0,8654757824
8945920950,Rousset,William,rousset_william@bouygtel.fr,9371418028,69112,1968-04-09,1,,,,3322968243
7588623936,Gilles,Thérèse,gilles_thérèse@tiscali.fr,0166384826,85811,1964-04-15,2,,1.0,,7459875960
8150273275,Bonneau,Margaud,bonneau_margaud@tele2.fr,2687105967,88756,1949-10-02,1,,3.0,,5877273185
5605432673,Dijoux,Denise,dijoux_denise@yahoo.fr,7099891092,47003,1946-03-17,4,,2.0,,8358901571
4347230007,Hervé,Manon,hervé_manon@orange.fr,7372744864,17596,2004-07-22,1,,3.0,,7738358497
1337981035,Ferrand,Emmanuelle,ferrand_emmanuelle@tiscali.fr,9923715320,54851,1960-03-09,3,,1.0,,2557438769
9281037383,Weber,Richard,weber_richard@gmail.com,1356703407,31584,1981-03-09,1,,,,3030842343
2406094979,Adam,Théophile,adam_théophile@wanadoo.fr,6206526749,14590,1937-02-11,1,,2.0,3.0,1291576549
1397716096,Goncalves,Raymond,goncalves_raymond@gmail.com,1440701863,11264,1942-11-16,1,,,,5735019659
9719798051,Bruneau,Anne,bruneau_anne@tele2.fr,0986809912,74006,1946-04-19,1,,,,2945965350
2073183018,Duhamel,Emmanuel,duhamel_emmanuel@laposte.net,5897646235,49408,1964-03-08,1,,,,1177570259
6527452805,Lebon,Danielle,lebon_danielle@gmail.com,4254766501,66273,1945-01-05,5,1.0,2.0,3.0,8054020172
7881688515,Lefèvre,Madeleine,lefèvre_madeleine@sfr.fr,7250649906,79349,1944-01-30,2,,,,2557438769
7021343311,Lenoir,Alix,lenoir_alix@gmail.com,3657503802,11252,1974-12-08,5,1.0,3.0,,3794479229
3076467183,Maillard,Constance,maillard_constance@laposte.net,5132013142,90846,1984-11-10,4,2.0,2.0,2.0,6793816076
9024177276,Maurice,Anne,maurice_anne@sfr.fr,0693194557,45785,1973-01-01,3,,,2.0,1177570259
3024217235,Devaux,Benjamin,devaux_benjamin@wanadoo.fr,8318438516,96795,1981-08-24,4,,1.0,1.0,3392728242
4219162250,Delmas,Camille,delmas_camille@orange.fr,0661945524,18653,1994-01-20,1,,,,2945965350
3327739306,Martineau,Alphonse,martineau_alphonse@orange.fr,8853307368,71423,1991-11-08,5,1.0,1.0,,8968339833
8426534711,Lenoir,Élise,lenoir_élise@ifrance.com,9114078358,33063,2006-09-10,3,,,,8654757824
7397697285,Georges,Susan,georges_susan@voila.fr,3253015571,37824,1998-11-07,1,,3.0,,4437557565
4832271227,Diallo,Aurore,diallo_aurore@sfr.fr,2771532153,33964,1978-09-23,6,,,,9483825704
5269304907,Perrot,Jules,perrot_jules@hotmail.fr,2309360662,52166,2004-11-22,5,1.0,2.0,1.0,4261260447
2788638721,Bernier,Antoine,bernier_antoine@live.com,2509663815,20004,1981-09-10,6,1.0,,1.0,4946804105
3356982266,Samson,Danielle,samson_danielle@voila.fr,3986629392,45637,1964-10-30,2,,,,8965668535
5803399420,Dupré,Véronique,dupré_véronique@hotmail.fr,7227148231,57051,1939-10-10,1,,2.0,,8894037471
6334908501,Lefebvre,Thérèse,lefebvre_thérèse@tiscali.fr,4012697570,31423,1994-10-30,4,2.0,3.0,1.0,2829168963
3122509459,Morel,Astrid,morel_astrid@free.fr,3956791096,58080,1979-02-04,1,,,,9483825704
3809561260,Schneider,Susan,schneider_susan@gmail.com,6740804850,67274,1967-07-29,1,,,1.0,3706917257
3532015517,Charrier,Luce,charrier_luce@bouygtel.fr,5085624695,56603,1960-10-20,1,,,,2548185245
1984165856,Guilbert,André,guilbert_andré@voila.fr,2686463768,10134,1956-12-08,1,,2.0,,2548185245
6340923385,Chauvin,Alain,chauvin_alain@orange.fr,3792739975,40037,2001-10-24,7,,,2.0,1291576549
9453664249,Le Gall,Louis,le gall_louis@voila.fr,5371719933,30790,1949-09-01,7,1.0,1.0,2.0,2548185245
6311488274,Lenoir,Pierre,lenoir_pierre@tele2.fr,9293359722,50045,1952-04-14,1,,,,6050453215
7719227618,Besson,Marc,besson_marc@bouygtel.fr,5711293206,56028,1968-12-28,5,1.0,1.0,,3431295653
2378029975,Le Gall,Matthieu,le gall_matthieu@bouygtel.fr,7970829423,59715,1995-05-13,7,,,1.0,4526121248
3271630991,Étienne,Adrien,étienne_adrien@yahoo.fr,0715669592,40536,1978-04-15,1,,,,3794479229
6362721615,Blin,Maggie,blin_maggie@dbmail.com,0470671260,21372,1953-03-27,5,2.0,3.0,1.0,2945965350
8404408305,Torres,René,torres_rené@dbmail.com,4277112630,22773,1993-01-31,1,,,,4215140589
3911876821,Ledoux,Michel,ledoux_michel@sfr.fr,1662288006,28175,1980-04-01,1,,,,6774919538
4306625648,Dias,Philippine,dias_philippine@free.fr,2392108129,87081,1972-07-11,1,,,,4131911466
4749761769,David,Susan,david_susan@bouygtel.fr,3133302554,35735,1941-12-14,4,,,1.0,8659756853
5369540370,Gomes,Franck,gomes_franck@wanadoo.fr,5855310886,41109,1957-04-19,1,,,,9072452886
8781008440,Gay,Nathalie,gay_nathalie@noos.fr,9175311212,80283,1952-12-10,1,,,,7967163462
4108171940,Masse,Élise,masse_élise@sfr.fr,0409235943,57347,1972-09-19,1,,2.0,3.0,2945965350
1304411621,Hervé,Jules,hervé_jules@bouygtel.fr,4453025401,36077,1981-05-12,1,,,,8876413213
6872051916,Bouvier,Louis,bouvier_louis@free.fr,9917307039,51120,1979-12-20,1,1.0,,,3498683433
8336799376,Lefebvre,Zoé,lefebvre_zoé@orange.fr,2452809186,96492,1965-05-30,5,2.0,3.0,3.0,8970764836
6056763801,Lamy,Cécile,lamy_cécile@free.fr,0802469410,76327,1961-05-15,1,1.0,,,6793816076
7838968502,Valette,Aimée,valette_aimée@gmail.com,4437767608,56929,1989-10-20,1,,,,5877273185
1690396504,Brunel,Bertrand,brunel_bertrand@hotmail.fr,7252859954,23250,1941-08-17,1,,,1.0,6356963178
9324990788,Auger,Joséphine,auger_joséphine@sfr.fr,2970267514,32655,1961-02-24,1,,,,7999060766
7884018919,Guérin,William,guérin_william@noos.fr,9470155046,56411,1948-07-08,4,1.0,1.0,2.0,1214418842
1209387459,Diaz,Geneviève,diaz_geneviève@laposte.net,2551602630,46316,1954-10-01,1,,,2.0,8970764836
9945598571,Nguyen,Margot,nguyen_margot@noos.fr,4044919363,92774,1990-12-17,1,,2.0,,5480431818
3136630812,Marin,Robert,marin_robert@tiscali.fr,7082638228,24261,1941-04-06,1,,,,3322968243
3323142188,Gosselin,Benoît,gosselin_benoît@gmail.com,0002400458,92170,2007-08-04,1,,,,7967163462
4931150818,Berthelot,Honoré,berthelot_honoré@wanadoo.fr,1981820773,99540,1999-05-19,7,2.0,1.0,1.0,8054020172
7227212317,Hamel,André,hamel_andré@hotmail.fr,2862377435,51019,1966-11-02,3,,,,9483825704
1768779384,Marion,Charles,marion_charles@laposte.net,6263071847,99469,1988-01-15,1,,,2.0,7935233743
6374561595,Garnier,Aimée,garnier_aimée@club-internet.fr,1078442429,22990,1946-09-09,3,,,,9252043601
6005458670,Giraud,Émile,giraud_émile@tele2.fr,2889878273,43766,1971-02-23,1,,,,7935233743
5467117893,De Oliveira,Bertrand,de oliveira_bertrand@hotmail.fr,8581838461,97410,1986-02-14,7,1.0,2.0,,8358901571
7588733471,Pinto,Christelle,pinto_christelle@noos.fr,9179131931,37592,1943-04-28,1,,,,8965668535
7110344544,Merle,Nicolas,merle_nicolas@tele2.fr,7802528439,32696,1941-04-29,1,,,,8894037471
2031266280,Guillon,Matthieu,guillon_matthieu@orange.fr,7566998477,45145,1958-04-26,1,,,,8968339833
1523301147,Allard,Alex,allard_alex@hotmail.fr,4803028187,88326,1985-10-06,1,,,,8030289257
1725253423,Moreau,Aimé,moreau_aimé@live.com,0244834937,13185,1937-03-31,7,2.0,,,3431295653
9484599063,Gros,Adèle,gros_adèle@voila.fr,4650450530,68211,1985-04-03,1,,,,4437557565
1570597877,Gilbert,Martine,gilbert_martine@laposte.net,7634967381,44239,1948-04-03,7,,2.0,,4131911466
8811014771,Huet,Susan,huet_susan@tiscali.fr,9063920842,28333,1966-04-22,1,,,,7935233743
8957906404,Gilbert,Susan,gilbert_susan@club-internet.fr,4341021810,65360,1970-01-06,1,,,,2020403668
5509908910,Fischer,Patrick,fischer_patrick@ifrance.com,0417851114,31284,1947-11-15,1,,,,2548185245
3876720061,Dias,Richard,dias_richard@gmail.com,5277475458,66685,2002-10-15,3,,3.0,1.0,5877273185
5904531936,Lucas,Marcel,lucas_marcel@live.com,9277399649,22369,1964-11-12,1,2.0,,,3706917257
3665639434,Dumont,Pauline,dumont_pauline@wanadoo.fr,7388251310,50573,1953-02-06,7,1.0,1.0,3.0,8965668535
1837039074,Boulay,Geneviève,boulay_geneviève@bouygtel.fr,3206159047,51017,1984-11-25,1,,,,1291576549
4296000433,Gaillard,Tristan,gaillard_tristan@gmail.com,8382751708,34801,1995-07-13,1,,,,3794479229
7372795000,Boulay,Astrid,boulay_astrid@bouygtel.fr,3008874761,14110,2000-02-04,1,,,,9072452886
4468918917,Dupuy,Simone,dupuy_simone@ifrance.com,6081359629,60378,1972-06-20,2,,,1.0,3431295653
1707182144,Le Gall,Olivie,le gall_olivie@free.fr,5218881912,53187,1962-12-31,5,,2.0,1.0,6356963178
5044459647,Blanc,Noémi,blanc_noémi@hotmail.fr,9796191834,48116,1963-07-16,2,,,,2020403668
3287539943,Noël,Élisabeth,noël_élisabeth@hotmail.fr,3226715707,86841,1989-11-04,1,2.0,,,8876413213
8302267727,Chrétien,Sophie,chrétien_sophie@ifrance.com,4932650300,76901,1941-01-29,4,,2.0,,7967163462
9916614400,Bonneau,Luce,bonneau_luce@ifrance.com,7977320356,10575,1994-03-07,1,,,3.0,5735019659
5549314873,Regnier,Dominique,regnier_dominique@tiscali.fr,1200949747,35206,1992-09-06,2,,1.0,,7999060766
1268286386,Moulin,Marthe,moulin_marthe@dbmail.com,7581827262,85555,1976-09-11,2,,,,7970714119
6980874215,Blin,Tristan,blin_tristan@ifrance.com,4868910103,69941,1983-12-15,1,,,,8236279818
4029299875,Denis,Eugène,denis_eugène@orange.fr,2736612545,60681,2001-01-07,1,,,,3030842343
9192419929,Fontaine,Olivie,fontaine_olivie@gmail.com,1665957882,44450,1948-07-26,1,,,,1083144912
7564742189,Grondin,Jean,grondin_jean@hotmail.fr,1877581833,47698,1936-12-08,1,,1.0,,4215140589
3586479242,Besson,Claire,besson_claire@laposte.net,6238596269,23215,1982-07-07,2,,,2.0,3392728242
6588513423,Gauthier,Franck,gauthier_franck@dbmail.com,0430206122,20403,1990-01-10,1,,,,7970714119
3562981201,Allard,Jules,allard_jules@hotmail.fr,8286147936,25135,1946-08-31,1,,1.0,,2945965350
6073616253,Marin,Laetitia,marin_laetitia@bouygtel.fr,3443214397,79651,1946-10-12,5,1.0,,3.0,3498683433
1756591861,Rodriguez,Jacques,rodriguez_jacques@dbmail.com,3664697263,24668,1943-09-18,1,,,,3462875358
9556990624,Descamps,Philippine,descamps_philippine@gmail.com,2975495646,12210,1977-02-08,1,,,,5480431818
5070088596,Laurent,Éléonore,laurent_éléonore@tiscali.fr,5890911738,82312,1996-07-20,1,,,,5366105887
7244358247,Dupré,Patricia,dupré_patricia@voila.fr,5895481169,70881,1964-08-15,1,,,,8283391142
9484892820,Pruvost,Pénélope,pruvost_pénélope@tele2.fr,0600963055,32964,1949-07-24,1,,,,7382270602
7185982773,Guillon,William,guillon_william@club-internet.fr,6014244714,91827,1948-09-25,1,,,,8283391142
8326163689,Fontaine,Honoré,fontaine_honoré@orange.fr,2973326941,64946,1970-02-19,1,,,,1177570259
7898366574,Klein,Josette,klein_josette@noos.fr,4598164804,77027,1960-01-27,7,1.0,2.0,3.0,1177570259
7439843748,Perrin,Sabine,perrin_sabine@laposte.net,0859107920,11548,1935-04-17,1,,,,8970764836
1670455831,Maillet,Thomas,maillet_thomas@tele2.fr,0587057167,16925,1957-08-02,1,,,,4131911466
9752829172,Mahe,Christiane,mahe_christiane@noos.fr,8576562101,86936,2005-12-31,2,,1.0,2.0,8970764836
5314455948,Dufour,Nicole,dufour_nicole@gmail.com,4460163961,94725,1955-03-31,1,,,,3392728242
2157058727,Bernard,Bernard,bernard_bernard@tiscali.fr,4251015178,28542,1938-04-12,3,,,,7459875960
8084046299,Barthelemy,Pierre,barthelemy_pierre@gmail.com,2824626445,23015,2006-07-12,5,2.0,1.0,3.0,3462875358
3286739043,Simon,Susan,simon_susan@yahoo.fr,4360712578,17126,1942-11-03,1,,,,9596329928
2887654919,Joubert,Isaac,joubert_isaac@hotmail.fr,6103864312,40160,1996-12-05,1,,,,8876413213
1843135067,Collet,Jacques,collet_jacques@gmail.com,8917636903,62363,1940-04-23,1,,,,7999060766
6137612242,Gérard,Julie,gérard_julie@hotmail.fr,1688458824,33831,2007-04-28,5,1.0,,3.0,3462875358
2861332645,Techer,Xavier,techer_xavier@wanadoo.fr,4528226596,93851,1950-03-27,6,1.0,3.0,1.0,4437557565
4224375919,Aubert,Dominique,aubert_dominique@hotmail.fr,1416395619,85042,1983-12-22,1,,,,7999060766
7620545087,Bernier,Margot,bernier_margot@tiscali.fr,9037127604,11881,1984-08-12,1,,,,3487627735
8843953392,Gomez,Simone,gomez_simone@orange.fr,6166856573,86666,1975-09-24,1,,,,7459875960
2842135186,Perret,Pauline,perret_pauline@voila.fr,9903720099,12092,1989-02-05,1,1.0,,,1083144912
6117476017,Andre,Noël,andre_noël@laposte.net,4401317242,97779,1953-10-28,1,,,,6723047732
4658130437,Devaux,Joséphine,devaux_joséphine@sfr.fr,6400472493,13356,1950-05-17,5,2.0,1.0,2.0,8659756853
8916985053,Riou,Constance,riou_constance@orange.fr,6132252788,14226,1938-09-27,4,,1.0,,2369643785
3480697972,Perret,Michelle,perret_michelle@tele2.fr,9703884829,39837,1942-06-02,2,,,,6050453215
6181519503,Imbert,Rémy,imbert_rémy@ifrance.com,8214286211,54619,2007-09-03,1,,,,4946804105
8760423995,Laine,Sébastien,laine_sébastien@ifrance.com,0142758979,29282,1988-03-22,4,2.0,3.0,,3538927591
9345827952,Bazin,Émile,bazin_émile@dbmail.com,3956045422,91756,1949-01-16,4,1.0,,,2587949349
3082056792,Fischer,Maggie,fischer_maggie@laposte.net,1661465844,28081,1965-04-02,1,,,1.0,7713134262
3791758387,Gomez,Margot,gomez_margot@laposte.net,5886329151,65944,1997-01-11,7,,1.0,1.0,7713134262
6908135146,Richard,Madeleine,richard_madeleine@voila.fr,3938954180,67537,2002-09-30,1,,,,3498683433
5464567784,Boutin,Élisabeth,boutin_élisabeth@laposte.net,4659309395,89695,1997-08-10,1,1.0,,,1291576549
8650481159,Pineau,Stéphanie,pineau_stéphanie@dbmail.com,5158040234,55289,1999-01-11,1,,,,7935233743
9639698277,Carpentier,Georges,carpentier_georges@bouygtel.fr,5913515829,49180,1995-02-19,7,2.0,2.0,3.0,2740300555
5970154438,Albert,Alain,albert_alain@voila.fr,8059150751,78372,1988-08-09,1,,,,3462875358
8593339105,Riou,Inès,riou_inès@ifrance.com,3743984252,26733,1985-04-09,1,,,,8030289257
2993079512,Cousin,Margaux,cousin_margaux@club-internet.fr,7777022645,17076,1969-03-29,1,,,2.0,3462875358
